운영형태,관리기관명,주차장명,주차장관리번호,소재지지번주소,소재지도로명주소,전화번호,주차장유형,주차구획수,평일운영시작시각,평일운영종료시각,토요일운영시작시각,토요일운영종료시각,공휴일운영시작시각,공휴일운영종료시각,급지구분,주차기본요금,1일주차권요금,월정기권요금,위도,경도,데이터기준일자,주차장구분,부제시행구분,운영요일,요금정보,주차기본시간,추가단위시간,추가단위요금,1일주차권요금적용시간,결제방법,특기사항,실시간주차면수
민간위탁,부산광역시 금정구청,서1동제2공영주차장,2007010002,-,금정구 서1동 509-2,010-9233-4078,노외,87,0:00,24:00:00,-,-,-,-,4,600,2400,52000,208822.1881,191336.1684,05/15/2012,공영,-,-,-,10,10,600,-,-,-,-
민간위탁,부산광역시 금정구청,서2동공영주차장,2007011301,-,금정구 서2동 200-3,051-523-4363,노외,73,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,2,1800,8000,160000,209457.1128,190827.8895,03/28/2019,공영,-,-,-,10,10,1800,-,-,-,-
시설관리공단위탁,부산광역시 금정구청,도시철도 남산역,2007011110,-,금정구 남산동 893-8,051-860-7712,노외,210,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,3,200,4700,90000,208474.0982,196474.6206,02/04/2019,공영,-,-,-,10,10,200,-,-,-,-
민간위탁,부산광역시 금정구청,금사동 제1 공영주차장,2007010007,-,금정구 금사회동동 527-3,-,노외,49,0:00,24:00:00,-,-,-,-,4,600,2400,52000,209952.5087,191608.5228,12/05/2013,공영,-,-,-,10,10,600,-,-,-,-
민간위탁,부산광역시 금정구청,온천장북측공영주차장,2007011362,-,동래구 온천1동 896-3,051-919-8668,노외,185,0:00,24:00:00,-,-,-,-,3,1100,4700,90000,207890.5354,191606.9948,07/16/2014,공영,-,-,-,10,10,1100,-,-,-,-
민간위탁,부산광역시 금정구청,구서IC 화물,2008000003,-,금정구 구서1동 481-3,010-6471-7762,노외,84,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,4,100,2400,52000,208645.7509,194738.2867,06/16/2016,공영,-,-,-,10,10,100,-,-,-,-
민간위탁,부산광역시 금정구청,서2동오차로공영주차장,2008000010,-,금정구 서2동 302-1049,-,노외,29,0:00,24:00:00,-,-,-,-,4,100,2400,52000,209014.2194,190939.2251,05/15/2012,공영,-,-,-,10,10,100,-,-,-,-
구(군)직영,부산광역시 금정구청,범어사상마공영주차장,2013000001,-,금정구 청룡노포동 435-19  435-19외 13,-,노외,115,-,-,-,-,-,-,4,100,2400,52000,206771.2352,198134.5121,02/04/2013,공영,-,-,-,10,10,100,-,-,-,-
민간위탁,부산광역시 금정구청,서3동제3공영주차장,2013000002,-,금정구 서3동 167-2,-,노외,22,0:00,24:00:00,-,-,-,-,4,100,2400,52000,209271.6867,191160.3762,02/07/2013,공영,-,-,-,10,10,100,-,-,-,-
민간위탁,부산광역시 해운대구청,송정 호안도로 노상A공영주차장,2019000038,해운대구   송정굴다리~GS25시,-,-,노상,82,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,-,-,-,-,-,-,09/17/2019,공영,-,-,-,10,10,-,-,-,-,-
민간위탁,부산광역시 해운대구청,송정광어골 노상 공영주차장,2019000040,해운대구   광어골 입구~샤브그린,-,-,노상,67,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,-,-,-,-,-,-,09/17/2019,공영,-,-,-,10,10,-,-,-,-,-
구(군)직영,부산광역시 해운대구청,청사포공영주차장,2020000001,해운대구,-,-,노외,56,9:00,18:00,9:00,18:00,9:00,18:00,-,-,-,-,-,-,03/16/2020,공영,-,-,-,10,10,-,-,-,-,-
시설관리공단위탁,부산광역시 해운대구청,해운대광장 공영주차장,2019000001,-,-,860-7715,노외,138,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,-,-,-,-,-,-,02/04/2019,공영,-,-,-,10,10,-,-,-,-,-
시설관리공단위탁,부산광역시 해운대구청,중동 이마트 옆 공영주차장,2019000010,해운대구,-,860-7752,노외,80,9:00,18:00,9:00,18:00,9:00,18:00,-,-,-,-,-,-,02/04/2019,공영,-,-,-,10,10,-,-,-,-,-
민간위탁,부산광역시 해운대구청,반여2동제1공영주차장,2019000026,해운대구,-,-,노외,274,8:00,20:00,8:00,20:00,8:00,20:00,-,-,-,-,-,-,07/22/2019,공영,-,-,-,10,10,-,-,-,-,-
시설관리공단위탁,부산광역시 해운대구청,도시철도 장산역 2번 공영주차장,2019000005,해운대구,-,860-7714,노외,105,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,-,-,-,-,-,-,02/04/2019,공영,-,-,-,10,10,-,-,-,-,-
민간위탁,부산광역시 사하구청,청라어린이집주변,2010000005,-,사하구 당리동 311-7,-,노외,15,0:00,24:00:00,-,-,-,-,4,-,-,40000,-,-,09/02/2010,공영,-,-,-,10,10,-,-,-,-,-
민간위탁,부산광역시 사하구청,하단2동에덴시장주변,2011000001,-,사하구 하단2동 487-11,-,노외,24,0:00,24:00:00,-,-,-,-,4,0,0,40000,-,-,09/19/2014,공영,-,-,-,10,10,0,-,-,-,-
민간위탁,부산광역시 사하구청,장림동 동원로얄듀크아파트 노상공영주차장,2012000001,-,사하구 장림1동 875-4,-,노상,62,8:00,20:00,8:00,15:00,0:00,0:00,4,100,2400,0,-,-,10/25/2018,공영,-,-,-,10,10,100,-,-,-,-
민간위탁,부산광역시 사하구청,신평2동노상복합공영주차장,2012000002,-,사하구 신평2동 370-16,051-220-3334,노상,170,8:00,20:00,8:00,15:00,-,-,4,100,2400,0,-,-,01/29/2015,공영,-,-,-,10,10,100,-,-,-,-
민간위탁,부산광역시 사하구청,장림2동 노상공영주차장,2012000003,-,사하구 장림2동 569-1,-,노상,86,8:00,20:00,8:00,15:00,0:00,0:00,4,100,2400,0,-,-,10/25/2018,공영,-,-,-,10,10,100,-,-,-,-
민간위탁,부산광역시 사하구청,신평장림산업단지 공영주차장,2008000003,-,사하구 신평1동 545-2,-,노외,140,0:00,24:00:00,0:00,0:00,0:00,0:00,3,100,2400,52000,197567.776,176966.1776,10/25/2018,공영,-,-,-,10,10,100,-,-,-,-
민간위탁,부산광역시 사하구청,신평1동 천수내과주변 소규모 공동주차장,2008000004,-,사하구 신평1동 146-31,-,노외,16,0:00,24:00:00,-,-,-,-,4,0,0,40000,197783.291,177424.7473,01/03/2010,공영,-,-,-,10,10,0,-,-,-,-
민간위탁,부산광역시 사하구청,지하철신평역앞,2007004042,-,사하구 신평2동 665,-,노상,62,8:00,20:00,8:00,15:00,-,-,3,200,4700,0,196379.3615,177108.3379,07/31/2017,공영,-,-,-,10,10,200,-,-,-,-
구(군)직영,부산광역시 사하구청,방파제입구,2008000005,-,사하구 구평동 472-15,-,노상,87,-,-,-,-,-,-,기타,0,0,0,199898.9866,172562.1758,01/13/2009,공영,-,-,-,10,10,0,-,-,-,-
민간위탁,부산광역시 사하구청,감천1동 부일외고진입로변,2009000005,-,사하구 감천1동 716-3,-,노외,18,0:00,24:00:00,-,-,-,-,4,0,0,40000,200013.2593,177107.6823,01/03/2010,공영,-,-,-,10,10,0,-,-,-,-
민간위탁,부산광역시 사하구청,괴정천복개로(당리동),2009000007,-,사하구 당리동 333  도로상,-,노상,89,8:00,20:00,8:00,15:00,0:00,0:00,3,100,2400,0,197819.9087,178431.4912,10/25/2018,공영,-,-,-,10,10,100,-,-,-,-
민간위탁,부산광역시 사하구청,괴정천복개로(하단동),2009000008,-,사하구 하단1동 870-6  도로상,-,노상,133,8:00,20:00,8:00,15:00,0:00,0:00,3,100,2400,0,197103.4191,178634.3181,10/25/2018,공영,-,-,-,10,10,100,-,-,-,-
구(군)직영,부산광역시 사하구청,감천1동천마산산복도로,2009000011,-,사하구 감천1동 48-3,-,노상,128,-,-,-,-,-,-,기타,0,0,0,200868.4715,176615.9944,08/24/2009,공영,-,-,-,10,10,0,-,-,-,-
구(군)직영,부산광역시 사하구청,감천2동천마산산복도로,2009000012,-,사하구 감천2동 13-1114,-,노상,77,-,-,-,-,-,-,기타,0,0,0,201091.8811,177333.145,08/24/2009,공영,-,-,-,10,10,0,-,-,-,-
민간위탁,부산광역시 사하구청,당리동 소규모공동,2009000014,-,사하구 당리동 78-1,-,노외,20,0:00,24:00:00,-,-,-,-,4,0,0,40000,197814.3682,178741.006,01/03/2010,공영,-,-,-,10,10,0,-,-,-,-
민간위탁,부산광역시 사하구청,신평1동 백남탕옆 소규모공동주차장,2009000015,-,사하구 신평1동 84-11,-,노외,20,0:00,24:00:00,-,-,-,-,4,0,0,40000,197783.5204,177178.3482,01/03/2010,공영,-,-,-,10,10,0,-,-,-,-
민간위탁,부산광역시 사하구청,산수탕옆 소규모공동주차장,2009000017,-,사하구 괴정2동 190-12,-,노외,17,0:00,24:00:00,-,-,-,-,4,0,0,40000,200438.2953,178918.9544,01/03/2010,공영,-,-,-,10,10,0,-,-,-,-
민간위탁,부산광역시 사하구청,감천2동 공영주차장,2009000022,-,사하구 감천2동 12,-,노외,40,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,4,100,2400,52000,200799.3116,177711.7043,07/29/2014,공영,-,-,-,10,10,100,-,-,-,-
구(군)직영,부산광역시 사하구청,다대3지구 시간제노상주차장,2009000024,-,사하구 다대2동 113-21,-,노상,80,-,-,-,-,-,-,기타,0,0,0,198033.2087,174597.375,09/14/2009,공영,-,-,-,10,10,0,-,-,-,-
민간위탁,부산광역시 사하구청,하단5일상설시장 노상공영주차장,2016000001,-,사하구 하단1동 621,-,노상,42,0.055555556,0:21,0.055555556,2:10,0.055555556,0:21,3,200,4700,50000,197394.5951,178613.0192,12/10/2018,공영,-,-,-,10,10,200,-,-,-,-
민간위탁,부산광역시 사하구청,을숙도공영주차장,2016000002,-,사하구 하단2동 1149-29,-,노외,340,8:00,24:00:00,8:00,24:00:00,8:00,24:00:00,4,100,2400,52000,-,-,10/25/2018,공영,-,-,-,10,10,100,-,-,-,-
민간위탁,부산광역시 사하구청,감천문화마을 공영주차장,2017000001,-,사하구 감천2동 18-3,-,노외,32,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,4,100,2400,52000,-,-,06/16/2017,공영,-,-,-,10,10,100,-,-,-,-
민간운영,부산광역시 사하구청,을숙도 공영주차장 전기자동차 충전시설,2017000002,-,사하구 하단2동 1149-29  1149-35번지 테니스장 앞 주차장 내,-,노외,2,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,4,100,2400,52000,-,-,11/02/2017,공영,-,-,-,10,10,100,-,-,-,-
민간위탁,부산광역시 사하구청,신평골목시장 노외 공영주차장,2017000003,사하구 다대로116번길 13 (신평동 99-9),-,-,노외,0,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,3,200,4700,90000,-,-,11/23/2017,공영,-,-,-,10,10,200,-,-,-,-
민간위탁,부산광역시 사하구청,사릿골 공영주차장,2018000001,-,사하구 괴정3동 237-11,-,노외,27,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,3,200,4700,90000,-,-,01/17/2018,공영,-,-,-,10,10,200,-,-,-,-
민간위탁,부산광역시 사하구청,장림 노외 공영주차장,2018000002,-,사하구 장림1동 853-10 853-35번지 일원,-,노외,54,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,4,100,2400,52000,-,-,03/12/2018,공영,-,-,-,10,10,100,-,-,-,-
민간위탁,부산광역시 사하구청,화천아파트뒤,2007004113,-,사하구 장림1동 662-6,-,노상,45,8:00,20:00,8:00,15:00,0:00,0:00,4,100,2400,0,197101.6988,176259.1851,10/25/2018,공영,-,-,-,10,10,100,-,-,-,-
민간위탁,부산광역시 사하구청,사하구청앞,2007004218,-,사하구 당리동 317-100,-,노상,29,8:00,20:00,8:00,15:00,-,-,2,300,8000,0,197735.136,178627.7606,07/29/2014,공영,-,-,-,10,10,300,-,-,-,-
민간위탁,부산광역시 사하구청,을숙도공영주차장,2007011093,-,사하구 하단2동 1151-14,-,노외,0,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,4,100,2400,52000,195039.8912,179173.4155,07/29/2014,공영,-,-,-,10,10,100,-,-,-,-
구(군)직영,부산광역시 사하구청,다대포해수욕장,2007011152,-,사하구 다대1동 482-3,-,노외,0,-,-,-,-,-,-,기타,0,0,0,196935.8637,172384.5975,07/12/2010,공영,-,-,-,10,10,0,-,-,-,-
민간위탁,부산광역시 사하구청,감정초교지하,2007011112,-,사하구 감천2동 10-2,-,노외,79,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,4,100,2400,52000,200989.1391,177864.582,07/29/2014,공영,-,-,-,10,10,100,-,-,-,-
민간위탁,부산광역시 사하구청,신평2동 동성화학 앞 노상공영주차장,2012000004,-,사하구 신평2동 370-116,-,노상,52,8:00,20:00,8:00,15:00,0:00,0:00,4,100,2400,0,-,-,10/25/2018,공영,-,-,-,10,10,100,-,-,-,-
민간위탁,부산광역시 사하구청,다대1동 초롱공원 공영주차장,2013000001,사하구 다대동로 31 (다대동 820-12),-,070-4409-7092,노외,50,-,-,-,-,-,-,4,100,2400,52000,-,-,01/05/2013,공영,-,-,-,10,10,100,-,-,-,-
민간위탁,부산광역시 북구청,(20구역)소규모(덕성노인대학뒤),2016000007,북구 만덕대로77번길 21 (덕천동 357-4),-,-,노외,32,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,4,100,2400,52000,-,-,05/16/2016,공영,-,-,-,10,10,100,-,-,-,-
민간위탁,부산광역시 북구청,덕천3동 공영주차장,2016000008,-,북구 덕천3동 139-5,051-309-4502,노외,126,0:00,0:24,0:00,0:24,0:00,0:24,4,100,2400,52000,-,-,11/07/2018,공영,-,-,-,10,10,100,-,-,-,-
민간위탁,부산광역시 북구청,(18구역)소규모공동주차장,2017000001,북구 시랑로21번길 73 (구포동 1205-62),-,051-309-6201,노외,13,8:00,20:00,8:00,20:00,8:00,20:00,4,0,0,40000,-,-,10/24/2017,공영,-,-,-,10,10,0,-,-,-,-
민간위탁,부산광역시 북구청,덕천 공영주차장,2007011264,-,북구 덕천1동 457-35,051-343-6860,노외,112,8:00,20:00,8:00,20:00,8:00,20:00,4,100,2400,52000,200927.96,190952.3467,08/04/2014,공영,-,-,-,10,10,100,-,-,-,-
민간위탁,부산광역시 북구청,대리천 공영주차장,2007011283,북구 금곡대로7번길 35 (덕천동 732-5),-,051-309-4502,노외,179,8:00,8:00,8:00,8:00,8:00,8:00,2,300,8000,160000,200288.3564,190400.5945,08/05/2018,공영,-,-,-,10,10,300,-,-,-,-
민간위탁,부산광역시 북구청,신만덕사거리 공영주차장,2007011114,-,북구 만덕2동 872-1,051-309-4502,노외,18,8:00,20:00,8:00,20:00,8:00,20:00,4,100,2400,52000,203471.0779,190307.0938,08/04/2014,공영,-,-,-,10,10,100,-,-,-,-
민간위탁,부산광역시 북구청,만덕2동사 앞,2007011209,-,북구 만덕1동 783-4,010-2269-3006,노외,76,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,4,100,2400,52000,203215.8959,190388.5977,06/16/2016,공영,-,-,-,10,10,100,-,-,-,-
민간위탁,부산광역시 북구청,구포대교밑,2007001674,-,북구 구포2동 1052-12,010-2269-3006,노상,77,8:00,19:00,8:00,15:00,-,-,4,100,2400,0,199614.773,189522.1949,06/17/2016,공영,-,-,-,10,10,100,-,-,-,-
민간위탁,부산광역시 북구청,구포동 1205-64(18구역),2008000004,-,북구 구포1동 1205-64,051-309-6201,노외,13,8:00,20:00,8:00,20:00,8:00,20:00,4,0,0,40000,200763.5476,189763.3931,08/04/2014,공영,-,-,-,10,10,0,-,-,-,-
시설관리공단위탁,부산광역시 해운대구청,요트경기장 앞 공영주차장,2019000002,해운대구,-,746-1960,노외,290,9:00,21:00,9:00,21:00,10:00,19:00,-,-,-,-,-,-,02/04/2019,공영,-,-,-,10,10,-,-,-,-,-
민간위탁,부산광역시 해운대구청,재반로 노상B공영주차장,2019000030,해운대구   수협장산지점~김승 한의원,-,-,노상,17,9:00,22:00,9:00,22:00,9:00,22:00,-,-,-,-,-,-,03/16/2020,공영,-,-,-,10,10,-,-,-,-,-
시설관리공단위탁,부산광역시 해운대구청,미포공영주차장,2019000013,해운대구   미포공영주차장,-,860-7701,노외,97,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,-,-,-,-,-,-,05/15/2019,공영,-,-,-,10,10,-,-,-,-,-
민간위탁,부산광역시 해운대구청,해운대구청주변노상공영주차장,2019000016,해운대구,-,-,노상,19,9:00,22:00,9:00,22:00,9:00,22:00,-,-,-,-,-,-,08/27/2019,공영,-,-,-,10,10,-,-,-,-,-
구(군)직영,부산광역시 해운대구청,문탠로드관광공영주차장,2019000017,해운대구,-,-,노외,76,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,-,-,-,-,-,-,02/12/2020,공영,-,-,-,10,10,-,-,-,-,-
민간위탁,부산광역시 해운대구청,대우1차아파트앞공영주차장,2019000022,해운대구,-,-,노외,78,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,-,-,-,-,-,-,08/18/2020,공영,-,-,-,10,10,-,-,-,-,-
민간위탁,부산광역시 해운대구청,해운대교육지원청주변노상,2019000025,해운대구,-,-,노상,34,9:00,22:00,9:00,22:00,9:00,22:00,-,-,-,-,-,-,07/22/2019,공영,-,-,-,10,10,-,-,-,-,-
민간위탁,부산광역시 해운대구청,반송2동공영주차장,2019000035,해운대구,-,-,노외,291,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,-,-,-,-,-,-,07/30/2019,공영,-,-,-,10,10,-,-,-,-,-
시설관리공단위탁,부산광역시 해운대구청,"반송1,3동 공영주차장",2019000011,해운대구 반송순환로 100-6 (반송동 250-2806),-,860-7701,노외,153,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,-,-,-,-,-,-,05/15/2019,공영,-,-,-,10,10,-,-,-,-,-
민간위탁,부산광역시 해운대구청,두산위브뒤공영주차장,2019000023,해운대구,-,-,노외,46,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,-,-,-,-,-,-,07/30/2019,공영,-,-,-,10,10,-,-,-,-,-
민간위탁,부산광역시 해운대구청,재반로 노상A공영주차장,2019000029,해운대구   미샤~김밥천국,-,-,노상,24,9:00,22:00,9:00,22:00,9:00,22:00,-,-,-,-,-,-,03/16/2020,공영,-,-,-,10,10,-,-,-,-,-
민간위탁,부산광역시 해운대구청,재반로 노상C공영주차장,2019000031,해운대구   대광인테리어~궁중삼계탕,-,-,노상,20,9:00,22:00,9:00,22:00,9:00,22:00,-,-,-,-,-,-,03/16/2020,공영,-,-,-,10,10,-,-,-,-,-
민간위탁,부산광역시 해운대구청,재반로노상D공영주차장,2019000032,해운대구   반여우체국~농협반산지점,-,-,노상,19,9:00,22:00,9:00,22:00,9:00,22:00,-,-,-,-,-,-,03/16/2020,공영,-,-,-,10,10,-,-,-,-,-
민간위탁,부산광역시 해운대구청,반송1동제2공영주차장,2019000034,해운대구,-,-,노외,154,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,-,-,-,-,-,-,07/30/2019,공영,-,-,-,10,10,-,-,-,-,-
시설관리공단위탁,부산광역시 해운대구청,도시철도 중동역 공영주차장,2019000003,해운대구,-,860-7718,노외,168,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,-,-,-,-,-,-,02/04/2019,공영,-,-,-,10,10,-,-,-,-,-
시설관리공단위탁,부산광역시 해운대구청,부산기계공고 공영주차장,2019000009,해운대구,-,860-7755,노외,78,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,-,-,-,-,-,-,02/04/2019,공영,-,-,-,10,10,-,-,-,-,-
민간위탁,부산광역시 해운대구청,동백공영주차장,2019000015,해운대구,-,749-4458,노외,58,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,-,-,-,-,-,-,02/12/2020,공영,-,-,-,10,10,-,-,-,-,-
구(군)직영,부산광역시 해운대구청,청사포공영주차장,2019000019,해운대구,-,-,노외,56,9:00,18:00,9:00,18:00,9:00,18:00,-,-,-,-,-,-,07/19/2019,공영,-,-,-,10,10,-,-,-,-,-
민간위탁,부산광역시 해운대구청,송정호안도로 노상B 공영주차장,2019000039,해운대구   GS25시~죽도공원,-,-,노상,83,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,-,-,-,-,-,-,09/17/2019,공영,-,-,-,10,10,-,-,-,-,-
시설관리공단위탁,부산광역시 해운대구청,도시철도 장산역 1번 공영주차장,2019000004,해운대구,-,860-7710,노외,88,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,-,-,-,-,-,-,02/04/2019,공영,-,-,-,10,10,-,-,-,-,-
시설관리공단위탁,부산광역시 해운대구청,동백사거리 공영주차장,2019000006,해운대구 마린시티1로 178 (우동 1437) 동백사거리 공영주차장,-,860-7719,노외,40,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,-,-,-,-,-,-,02/04/2019,공영,-,-,-,10,10,-,-,-,-,-
시설관리공단위탁,부산광역시 해운대구청,반여도서관 앞 공영주차장,2019000007,해운대구,-,860-7756,노외,312,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,-,-,-,-,-,-,02/04/2019,공영,-,-,-,10,10,-,-,-,-,-
시설관리공단위탁,부산광역시 해운대구청,해운대센텀시티 공영주차장,2019000008,해운대구,-,860-7755,노외,80,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,-,-,-,-,-,-,02/04/2019,공영,-,-,-,10,10,-,-,-,-,-
시설관리공단위탁,부산광역시 해운대구청,반여2배수지 공영주차장,2019000014,해운대구 재반로212번길 60 (반여동 1291-1516),-,860-7701,노외,111,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,-,-,-,-,-,-,05/15/2019,공영,-,-,-,10,10,-,-,-,-,-
민간위탁,부산광역시 해운대구청,해월정달맞이길공영주차장,2019000018,해운대구,-,-,노외,52,9:00,22:00,9:00,22:00,9:00,22:00,-,-,-,-,-,-,02/12/2020,공영,-,-,-,10,10,-,-,-,-,-
민간위탁,부산광역시 해운대구청,좌1동공영주차장,2019000020,해운대구,-,-,노외,67,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,-,-,-,-,-,-,02/12/2020,공영,-,-,-,10,10,-,-,-,-,-
민간위탁,부산광역시 해운대구청,좌동문화원부지공영주차장,2019000021,해운대구,-,-,노외,49,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,-,-,-,-,-,-,07/30/2019,공영,-,-,-,10,10,-,-,-,-,-
민간위탁,부산광역시 해운대구청,대천공원공영주차장,2019000024,해운대구,-,-,노외,79,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,-,-,-,-,-,-,07/22/2019,공영,-,-,-,10,10,-,-,-,-,-
민간위탁,부산광역시 해운대구청,반여2동제2공영주차장,2019000027,해운대구,-,-,노외,235,8:00,20:00,8:00,20:00,8:00,20:00,-,-,-,-,-,-,07/22/2019,공영,-,-,-,10,10,-,-,-,-,-
민간위탁,부산광역시 해운대구청,반여3동제2공영주차장,2019000028,해운대구,-,-,노외,130,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,-,-,-,-,-,-,07/22/2019,공영,-,-,-,10,10,-,-,-,-,-
민간위탁,부산광역시 해운대구청,반송1동제1공영주차장,2019000033,해운대구,-,-,노외,304,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,-,-,-,-,-,-,07/30/2019,공영,-,-,-,10,10,-,-,-,-,-
민간위탁,부산광역시 해운대구청,재송2동 공영주차장,2019000036,해운대구,-,-,노외,114,8:00,22:00,8:00,22:00,8:00,22:00,-,-,-,-,-,-,09/17/2019,공영,-,-,-,10,10,-,-,-,-,-
구(군)직영,부산광역시 해운대구청,동백공원공영주차장,2019000037,해운대구,-,-,노외,129,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,-,-,-,-,-,-,09/17/2019,공영,-,-,-,10,10,-,-,-,-,-
민간위탁,부산광역시 남구청,문현교통광장대상지 주거지전용,2009000013,-,남구 문현4동 840-3,-,노외,0,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,4,0,0,52000,-,-,07/21/2014,공영,-,-,-,10,10,0,-,-,-,-
민간위탁,부산광역시 남구청,용호중앙교회앞 공영주차장,2009000006,-,남구 용호1동 409-25,-,노외,14,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,4,0,0,40000,-,-,08/01/2014,공영,-,-,-,10,10,0,-,-,-,-
민간위탁,부산광역시 남구청,수영로69번길 공영주차장,2009000005,-,남구 문현3동 262-2,-,노외,16,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,4,0,0,40000,-,-,07/30/2014,공영,-,-,-,10,10,0,-,-,-,-
민간운영,부산광역시 남구청,감만동 화물차 휴게소,2009000001,-,남구 감만1동 498-89,-,노외,88,0:00,24:00:00,-,-,-,-,1,500,15000,240000,207341.2302,179312.3267,11/06/2009,공영,-,-,-,10,10,500,-,-,-,-
민간위탁,부산광역시 남구청,백세교 주거지전용주차장,2016000001,-,남구 용호2동 869,-,노외,29,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,4,0,0,40000,-,-,06/12/2016,공영,-,-,-,10,10,0,-,-,-,-
민간위탁,부산광역시 북구청,경혜길 공영주차장,2013000001,-,북구 구포1동 1204-32,051-309-4502,노외,65,8:00,20:00,8:00,20:00,8:00,20:00,4,100,2400,52000,200917.0104,189819.1098,08/04/2014,공영,-,-,-,10,10,100,-,-,-,-
민간위탁,부산광역시 북구청,구포동 1013-15(17구역),2014000005,-,북구 구포2동 1013-15,051-309-6227,노외,11,8:00,20:00,8:00,20:00,8:00,20:00,4,100,2400,52000,-,-,08/04/2014,공영,-,-,-,10,10,100,-,-,-,-
민간위탁,부산광역시 북구청,만덕2동 886-23(21구역),2014000010,-,북구 만덕2동 886-23,051-309-6441,노외,5,8:00,20:00,8:00,20:00,8:00,20:00,4,0,0,40000,-,-,08/04/2014,공영,-,-,-,10,10,0,-,-,-,-
민간위탁,부산광역시 북구청,만덕2동 348(22구역),2014000011,-,북구 만덕2동 348,051-309-6441,노외,12,8:00,20:00,8:00,20:00,8:00,20:00,4,0,0,40000,-,-,08/04/2014,공영,-,-,-,10,10,0,-,-,-,-
민간위탁,부산광역시 북구청,만덕3동 231-9(6구역),2014000012,-,북구 만덕3동 231-9,051-309-6461,노외,4,8:00,20:00,8:00,20:00,8:00,20:00,4,0,0,40000,-,-,08/04/2014,공영,-,-,-,10,10,0,-,-,-,-
민간위탁,부산광역시 북구청,숙등공원 공영주차장,2007011222,북구 의성로115번길 71 (덕천동 410-4),-,051-309-4502,노외,42,8:00,20:00,8:00,20:00,8:00,20:00,4,100,2400,52000,201329.9981,190571.2101,07/07/2016,공영,-,-,-,10,10,100,-,-,-,-
구(군)직영,부산광역시 북구청,북구문화빙상센터,2007011251,북구 금곡대로46번길 50 (덕천동 434),-,051-309-4681,노외,176,8:00,19:00,8:00,19:00,8:00,19:00,기타,0,0,0,200530.5937,190771.8838,08/05/2014,공영,-,-,-,10,10,0,-,-,-,-
구(군)직영,부산광역시 북구청,만덕1동시간제 주차장,2014000014,북구 만덕1로 12 (만덕동 829-10),-,051-309-4502,노상,13,21:00,19:00,21:00,19:00,21:00,19:00,기타,0,0,0,-,-,08/04/2014,공영,-,-,-,10,10,0,-,-,-,-
민간위탁,부산광역시 북구청,모분재 공영주차장,2015000001,-,북구 구포3동 848,051-309-4502,노외,78,0:08,0:08,0:08,0:08,0:08,0:08,4,100,2400,52000,-,-,11/07/2018,공영,-,-,-,10,10,100,-,-,-,-
민간위탁,부산광역시 북구청,시랑공원,2016000001,-,북구 구포3동 1214-39,051-309-4502,노외,28,0:00,0:24,0:00,0:24,0:00,0:24,4,100,2400,52000,-,-,11/07/2018,공영,-,-,-,10,10,100,-,-,-,-
