행정구역,업소명,소재지,전화번호,관리구분
충남 공주시,(주)재영 마암LPG충전소,충남 공주시 반포면 금벽로 1492,041-0853-8581,자동차충전
충남 공주시,원더우먼충전소,충남 공주시 반포면 금벽로 1749,041-0856-6123,자동차충전
충남 공주시,강변LPG충전소,충남 공주시 석장리길 35,041-0856-0088,자동차+13kg용기
충남 공주시,백룡LPG충전소,충남 공주시 신풍면 차동로 1791-22,041-0841-5185,자동차충전
충남 공주시,미래에너지산업(주)미래LPG충전소,충남 공주시 신풍면 차동로 2152,041-0841-3337,자동차+탱크
충남 공주시,오송가스충전소,충남 공주시 우금티로 353,041-0852-5143,자동차충전
충남 공주시,금학엘피지충전소,충남 공주시 우금티로 468,041-0852-2000,자동차충전
충남 공주시,(주)지탑 신공주충전소,충남 공주시 우성면 연미산고개길 44,041-0855-1324,자동차충전
충남 공주시,유구농협엘피지충전소,충남 공주시 유구읍 금계산로 477,041-0841-4214,자동차충전
충남 공주시,공주(당진방향)휴게소충전소,충남 공주시 의당면 당진영덕고속도로 71,041-0854-9504,자동차충전
충남 공주시,(주)동양식품 이인상행충전소,충남 공주시 이인면 논산천안고속도로 32-2,041-0856-8741,자동차충전
충남 공주시,키다리식품(주)정안하행주유소지점,충남 공주시 정안면 논산천안고속도로 57-1,041-0858-0531,자동차충전
충남 공주시,정안상행충전소,충남 공주시 정안면 장원장자울길 120,041-0858-0565,자동차충전
충남 공주시,지성에너지 주식회사,충남 공주시 차령로 1860,041-0858-7335,자동차+13kg용기
충남 공주시,공주LPG충전소,충남 공주시 창벽로 200-4,041-0855-7252,자동차충전
충남 공주시,탄천(하행)충전소,충남 공주시 탄천면 논산천안고속도로 27-2,041-0854-3526,자동차충전
충남 금산군,(주)케이알산업 인삼랜드(상)충전소,충남 금산군 군북면 대암길 34-30 인삼랜드(상)휴게소,041-0754-5180,자동차충전
충남 금산군,인삼랜드(하)충전소,충남 금산군 군북면 어필각로 300,041-0751-2895,자동차충전
충남 금산군,금산엘피지충전소,충남 금산군 금산읍 인삼로 196 금산LPG충전소,041-0753-5959,자동차충전
충남 금산군,서산가스산업(주),충남 금산군 금성면 금산로 1881,041-0751-7950,용기+자동차+탱크+13kg용기
충남 금산군,금성LPG충전소,충남 금산군 금성면 금산로 1936 금성LG주유소,041-0751-5404,자동차충전
충남 금산군,지량LPG충전소,충남 금산군 복수면 대둔산로 1787,041-0753-7338,자동차충전
충남 금산군,(주)삼융 서대산충전소,충남 금산군 추부면 서대산로 58,041-0753-2677,자동차충전
충남 논산시,강경가스충전소,충남 논산시 강경읍 강경로 26,041-0745-7997,자동차충전
충남 논산시,논산LPG충전소,충남 논산시 계백로 1171,041-0736-5573,자동차충전
충남 논산시,현대가스충전소,충남 논산시 계백로 917,041-0735-2381,자동차충전
충남 논산시,대교에너지,충남 논산시 광석면 논산평야로 684,041-0736-7574,자동차충전
충남 논산시,황금LPG충전소,충남 논산시 논산대로 228-18 가동,041-0734-5496,자동차충전
충남 논산시,선진LPG충전소,충남 논산시 논산대로 524,041-0734-9300,자동차충전
충남 논산시,(주)썬엘 벌곡(대전방향)가스충전소,충남 논산시 벌곡로 9-58 외2필지,041-0734-5250,자동차충전
충남 논산시,(주)바이오시스 벌곡주유소,충남 논산시 벌곡면 호남지선고속도로 25,041-0733-7487,자동차충전
충남 논산시,계백LPG충전소,충남 논산시 부적면 남마구평길 15,041-0736-6668,자동차충전
충남 논산시,서강에너지(주) 구:현대연무충전소,충남 논산시 연무읍 동안로 1156 가동,041-0742-9742,자동차충전
충남 논산시,연무충전소,충남 논산시 연무읍 동안로 955,041-0741-7544,자동차충전
충남 논산시,연산LPG충전소,충남 논산시 연산면 계백로 2048,041-0732-3759,자동차충전
충남 당진시,영일충전소,충남 당진시 당진읍 역천로 577,041-0356-0101,자동차충전
충남 당진시,당진가스충전소,충남 당진시 대덕로 238,041-0355-1171,자동차충전
충남 당진시,21세기충전소,충남 당진시 서해로 6176 사무실,041-0356-6630,자동차충전
충남 당진시,당진IC주유충전소,충남 당진시 송악읍 서해로 6622,041-0355-5179,자동차충전
충남 당진시,효성엘피지충전소,충남 당진시 신평면 북부산업로 135,041-0362-2474,자동차충전
충남 당진시,신평엘피지충전소,충남 당진시 신평면 서해로 6923-5 사무실,041-0362-7007,자동차충전
충남 당진시,운정가스충전소,충남 당진시 신평면 서해로 7516-3,041-0362-8930,자동차충전
충남 당진시,(주)케이엘페트로 행담도상행지점LPG충전소,충남 당진시 신평면 서해안고속도로 275,041-0357-8644,자동차충전
충남 당진시,(주)케이엘페트로 행담도하행지점LPG충전소,충남 당진시 신평면 서해안고속도로 275,041-0357-8646,자동차충전
충남 당진시,(주)당진엘피지,충남 당진시 원당로 15,041-0353-4100,용기+자동차
충남 당진시,뉴시티LPG충전소,충남 당진시 정미면 서해로 4909,041-0355-1347,자동차충전
충남 당진시,거룡엘피지충전소,충남 당진시 정미면 서해로 4916 거룡LPG충전소,041-0356-8814,자동차충전
충남 당진시,대우가스충전소,충남 당진시 합덕읍 남부로 1985,041-0362-2848,자동차충전
충남 당진시,(주)비티비가스,충남 당진시 합덕읍 덕평로 413,041-0362-2299,자동차충전
충남 보령시,SK서해에너지,충남 보령시 대청로 177,041-0934-2555,자동차충전
충남 보령시,SK보령충전소,충남 보령시 대청로 224,041-0931-5022,자동차+탱크
충남 보령시,보령머드엘피지충전소,충남 보령시 대청로 379,041-0935-2488,자동차충전
충남 보령시,대천IC충전소,충남 보령시 대해로 286 (남곡동),041-0935-5358,자동차충전
충남 보령시,대성산업(주)보령충전소,충남 보령시 보령남로 130-17 (명천동) LPG보령충전소,041-0935-6628,용기+자동차+탱크+13kg용기
충남 보령시,보령엘엔지터미널 주식회사,충남 보령시 오천면 오천해안로 333,041-0939-9922,기타
충남 보령시,대천(하)가스충전소,충남 보령시 주교면 서해안고속도로 199,041-0931-5871,자동차충전
충남 보령시,대천유통(주)대천(상)주유소,충남 보령시 주교면 서해안고속도로 200,041-0931-5371,자동차충전
충남 보령시,내항LPG충전소,충남 보령시 해안로 71,041-0933-9868,자동차충전
충남 부여군,부여백제(서천)휴게소충전소,충남 부여군 내산면 서천공주고속도로 25,041-0834-4600,자동차충전
충남 부여군,부여백제(공주)가스충전소,충남 부여군 내산면 서천공주고속도로 26,041-0833-8300,자동차충전
충남 부여군,궁남LPG충전소,충남 부여군 부여읍 대백제로 2366,041-0837-3902,자동차충전
충남 부여군,용정LPG충전소,충남 부여군 부여읍 백제문화로124번길 11,041-0837-3100,자동차충전
충남 부여군,가나다가스충전소,충남 부여군 부여읍 성왕로 441,041-0835-3636,자동차충전
충남 부여군,OK충전소,충남 부여군 부여읍 성왕로 466,041-0832-5560,자동차충전
충남 부여군,충청LPG충전소,충남 부여군 석성면 왕릉로 513,041-0836-0335,용기+탱크+13kg용기
충남 부여군,충남가스충전소,충남 부여군 홍산면 대백제로 1035,041-0834-7733,용기+자동차+탱크+13kg용기
충남 서산시,서산자동차충전소,충남 서산시 고운로 352,041-0665-3005,자동차충전
충남 서산시,(주)당진엘피지 대산에너지,충남 서산시 대산읍 충의로 1700,041-0669-2877,용기+자동차+탱크+13kg용기
충남 서산시,(유)한샘우일가스,충남 서산시 덕지천로 139-2,041-0665-8028,용기충전
충남 서산시,(주)E1(대산기지),충남 서산시 독곶1로 82-1,041-0661-5413,기타
충남 서산시,(주)서강에너지 서산LPG충전소,충남 서산시 서해로 3592,041-0667-7727,자동차+13kg용기
충남 서산시,(주)유니충전소,충남 서산시 서해로 3621,041-0668-5182,자동차충전
충남 서산시,(주)태경비케이 서산(상)충전소,충남 서산시 서해안고속도로 242,041-0688-7717,자동차충전
충남 서산시,동희오토(주),충남 서산시 성연면 신당1로 105-1 동희오토(주),041-0661-4215,자동차충전
충남 서산시,수석엘피지충전소,충남 서산시 소탐2길 17-8,041-0668-0101,자동차충전
충남 서산시,(주)애향,충남 서산시 중앙로 496,041-0669-3002,자동차충전
충남 서산시,희망엘피지충전소,충남 서산시 충의로 262,041-0668-1177,자동차충전
충남 서산시,서산가스산업(주),충남 서산시 충의로 267,041-0669-7950,용기+자동차+탱크+13kg용기
충남 서산시,SK가스서산충전소,충남 서산시 팔봉면 서해로 2655,041-0663-5021,용기+자동차+탱크+13kg용기+부탄
충남 서산시,(주)태경비케이 서산(하)충전소,충남 서산시 해미면 서해안고속도로 241,041-0688-8817,자동차충전
충남 서천군,제일가스충전소,충남 서천군 마서면 금강로 1089,041-0956-5989,자동차충전
충남 서천군,서천엘피지충전소,충남 서천군 마서면 장서로 750,041-0951-8855,자동차충전
충남 서천군,서창산업(주)서천(서울방향)충전소,충남 서천군 비인면 서해안고속도로 168,041-0952-9735,자동차충전
충남 서천군,행복충전소,충남 서천군 서천읍 대백제로 866,041-0952-2014,자동차충전
충남 서천군,삼호가스충전소,충남 서천군 서천읍 서문로 64,041-0953-8811,자동차충전
충남 서천군,대보건설(주)서천(목포))충전소,충남 서천군 서천읍 서해안고속도로 169,041-0952-9738,자동차충전
충남 서천군,대영자동차충전소,충남 서천군 장항읍 장서로 230 대영자동차충전소,041-0957-0183,자동차충전
충남 서천군,스타에너지주식회사,충남 서천군 종천면 충서로 187,041-0952-8190,자동차+탱크
충남 아산시,아산온천LPG충전소,충남 아산시 곡교천로 177 E1 LPG충전소,041-0532-9077,용기+자동차+탱크+13kg용기
충남 아산시,SK GAS도고충전소,충남 아산시 도고면 온천대로 469,041-0541-3603,용기+자동차
충남 아산시,신창에너지,충남 아산시 도고면 온천대로 691 ,041-0542-1800,자동차+13kg용기
충남 아산시,아산둔포충전소(SOMO),충남 아산시 둔포면 장영실로 1288,041-0541-1610,자동차충전
충남 아산시,케이티엑스엘피지충전소,충남 아산시 배방읍 이순신대로 832,041-0547-5130,자동차충전
충남 아산시,(주)이순신휴게소(LPG충전소),충남 아산시 염치읍 아산로 625,041-0541-9224,자동차충전
충남 아산시,아산오렌지충전소,충남 아산시 염치읍 아산로 809,041-0541-8805,자동차충전
충남 아산시,충무엘피지,충남 아산시 염치읍 충무로 504,041-0545-2039,자동차충전
충남 아산시,25시LPG충전소,충남 아산시 영인면 아산로 854,041-0543-5147,자동차충전
충남 아산시,(주)대륙제관,충남 아산시 영인면 영인로202번길 17,041-0540-3408,부탄켄
충남 아산시,(주)온양엘피지충전소,충남 아산시 온천대로 1166,041-0531-4300,자동차충전
충남 아산시,대성산업(주)아산제일충전소,충남 아산시 온천대로 1346,041-0545-5838,자동차충전
충남 아산시,통일LPG충전소,충남 아산시 온천대로 1705,041-0534-5189,자동차충전
충남 아산시,아산LPG충전소,충남 아산시 온천대로 1808,041-0542-3050,자동차충전
충남 아산시,SK삼성충전소,충남 아산시 음봉면 음봉로 덕지리 45-19,041-0545-7570,자동차충전
충남 아산시,현대자동차(주)아산공장,충남 아산시 인주면 현대로 1077,041-0530-5194,자동차사
충남 예산군,덕산LPG충전소,충남 예산군 덕산읍 윤봉길로 496,041-0338-7762,자동차충전
충남 예산군,청림에너지 주식회사,충남 예산군 덕산읍 홍덕서로 463,041-0642-9800,자동차충전
충남 예산군,(주)삽교가스충전소,충남 예산군 삽교읍 윤봉길로 1692,041-0338-2456,자동차충전
충남 예산군,(주)선인상사 예산(당진방향)주유소,충남 예산군 신양면 당진영덕고속도로 33,041-0335-0052,자동차충전
충남 예산군,(주)선인상사 예산(대전방향)충전소,"충남 예산군 신양면 당진영덕고속도로 34,(예산휴게소 하행)",041-0334-0081,자동차충전
충남 예산군,금오엘피지충전소(주),충남 예산군 예산읍 금오대로 108,041-0334-4422,자동차충전
충남 예산군,SK가스예산충전소,충남 예산군 예산읍 충령사로 21,041-0333-3603,자동차충전
충남 예산군,대성가스충전소,충남 예산군 예산읍 충서로 1206,041-0334-3689,자동차충전
충남 예산군,(주)예산에너지,충남 예산군 오가면 충서로 729,041-0335-1116,용기+자동차+탱크+13kg용기
충남 예산군,(주)말타니메탈,충남 예산군 응봉면 응봉로 121-2,041-0331-6688,용기충전
충남 천안시 동남구,명품충전소,충남 천안시 동남구 광풍로 1571,041-0572-5228,자동차충전
충남 천안시 동남구,남부LPG충전소,충남 천안시 동남구 남부대로 288,041-0565-7654,자동차충전
충남 천안시 동남구,천안IC충전소,충남 천안시 동남구 만남로 156,041-0565-1233,자동차충전
충남 천안시 동남구,우정LPG충전소,충남 천안시 동남구 목천읍 남부대로 950,041-0621-5159,자동차충전
충남 천안시 동남구,목천IC충전소,충남 천안시 동남구 목천읍 남부대로 983,041-0523-5154,자동차충전
충남 천안시 동남구,천인에너지,충남 천안시 동남구 목천읍 삼성4길 43,041-0522-5189,자동차충전
충남 천안시 동남구,협동LPG제2충전소,충남 천안시 동남구 서부대로 575-1,041-0576-3945,자동차충전
충남 천안시 동남구,(주)남영전구 천안(부산)충전소,충남 천안시 동남구 수신면 성남로 793-40,041-0552-6367,자동차충전
충남 천안시 동남구,광동석유(주)천안(상)충전소,충남 천안시 동남구 쉼1길 42 천안삼거리휴게소,041-0555-3001,자동차충전
충남 천안시 동남구,태성가스텍충전소,충남 천안시 동남구 천안대로 223 대한에너지주유소,041-0523-6262,자동차충전
충남 천안시 동남구,천안홍익LPG충전소,충남 천안시 동남구 천안대로 804,041-0556-2713,자동차충전
충남 천안시 동남구,문화유산한옥주식회사,충남 천안시 동남구 충무로 26,041-0578-6688,자동차충전
충남 천안시 동남구,현대오일뱅크(주)동신가스충전소,충남 천안시 동남구 충절로 362 LPG동신충전소,041-0554-7907,자동차충전
충남 천안시 동남구,좋은에너지산업(주),충남 천안시 동남구 충절로 487,041-0565-9007,자동차충전
충남 천안시 동남구,(주)협동LPG충전소,충남 천안시 동남구 충절로 492,041-0555-3940,자동차충전
충남 천안시 동남구,SK청수충전소,충남 천안시 동남구 풍세로 887,041-0567-5149,자동차충전
충남 천안시 서북구,맘모스LPG충전소,충남 천안시 서북구 동서대로 19,041-0563-7001,자동차충전
충남 천안시 서북구,백석LPG충전소,충남 천안시 서북구 백석로 103,041-0554-3114,자동차충전
충남 천안시 서북구,스타LPG충전소,충남 천안시 서북구 번영로 454(성정동),041-0522-0116,자동차충전
충남 천안시 서북구,번영충전소,충남 천안시 서북구 번영로 517,041-0552-0772,자동차충전
충남 천안시 서북구,태양엘피지충전소,충남 천안시 서북구 번영로 613,041-0621-9810,자동차충전
충남 천안시 서북구,천안현대충전소,충남 천안시 서북구 삼성대로 350,041-0567-5155,자동차충전
충남 천안시 서북구,약속가스충전소,충남 천안시 서북구 성거읍 망향로 257,041-0556-8955,자동차충전
충남 천안시 서북구,극동유화(주)충청충전소,충남 천안시 서북구 성거읍 봉주로 281,041-0551-8151,용기+자동차+탱크+13kg용기
충남 천안시 서북구,망향충전소,충남 천안시 서북구 성거읍 석문길 98 망향휴게소,041-0557-6161,자동차충전
충남 천안시 서북구,성환충전소,충남 천안시 서북구 성환읍 천안대로 1835 LPG중부충전소,041-0581-0565,자동차충전
충남 천안시 서북구,성환제일충전소,충남 천안시 서북구 성환읍 천안대로 2088,041-0582-4141,자동차충전
충남 천안시 서북구,고속충전소,충남 천안시 서북구 성환읍 천안대로 2602 고속LPG충전소,041-0582-4747,자동차충전
충남 천안시 서북구,(주)태양,충남 천안시 서북구 업성1길 27,041-0901-2534,부탄켄
충남 천안시 서북구,업성충전소,충남 천안시 서북구 업성2길 9,041-0621-5152,자동차충전
충남 천안시 서북구,입장충전소,충남 천안시 서북구 입장면 시장리1길 3-4,041-0583-0556,자동차충전
충남 천안시 서북구,입장(상)충전소,충남 천안시 서북구 입장면 연곡길 385-1,041-0588-2184,자동차충전
충남 천안시 서북구,"(주)삼융만남의충전소,주유소",충남 천안시 서북구 직산읍 군삼길 105,041-0585-5151,자동차충전
충남 천안시 서북구,번영INT,충남 천안시 서북구 직산읍 군삼길 81,041-0583-3451,자동차충전
충남 천안시 서북구,중도가스(주)천안영업소,충남 천안시 서북구 천안대로 1048-10,041-0551-0311,용기+자동차+13kg용기
충남 청양군,청양LPG충전소,충남 청양군 청양읍 칠갑산로 351,041-0942-5556,자동차충전
충남 태안군,주식회사삼토태안지점,충남 태안군 남면 안면대로 1501-8,041-0674-9360,자동차충전
충남 태안군,안면도LPG충전소,충남 태안군 남면 안면대로 1685,041-0675-8898,자동차충전
충남 태안군,장산가스충전소,충남 태안군 태안읍 근흥로 19-1,041-0674-0020,자동차충전
충남 태안군,백화가스충전소,충남 태안군 태안읍 서해로 2117 ,041-0675-0077,자동차충전
충남 홍성군,마중충전소,충남 홍성군 갈산면 천수만로 968,041-0633-9500,자동차충전
충남 홍성군,광천엘피지충전소,충남 홍성군 광천읍 충서로 392,041-0642-0517,자동차충전
충남 홍성군,금마LPG충전소,충남 홍성군 금마면 충서로 2190-16,041-0631-5858,자동차충전
충남 홍성군,(주)케이알산업 홍성(상)충전소,충남 홍성군 은하면 서해안고속도로 220-1,041-0642-1178,자동차충전
충남 홍성군,(주)케이알산업 홍성(하)충전소,충남 홍성군 은하면 서해안고속도로 221-1,041-0642-1145,자동차충전
충남 홍성군,길LPG충전소,충남 홍성군 은하면 충서로 85,041-0632-1133,용기+자동차+탱크+13kg용기
충남 홍성군,미래충전소,충남 홍성군 홍북면 충서로 2414,041-0633-9089,자동차충전
충남 홍성군,광동석유(주)서광충전소,충남 홍성군 홍성읍 내포로 183,041-0631-6177,자동차충전
충남 홍성군,홍주충전소,충남 홍성군 홍성읍 도청대로 58,041-0631-5364,자동차충전
충남 홍성군,홍성LPG충전소,충남 홍성군 홍성읍 문화로 14,041-0632-1133,용기+자동차+13kg용기
충남 홍성군,풍농LPG충전소,충남 홍성군 홍성읍 백월로 2,041-0634-0472,자동차+13kg용기
충남 홍성군,소향LPG충전소,충남 홍성군 홍성읍 홍덕서로 5,041-0634-7055,자동차충전
전북 고창군,(유)고창가스충전소,전북 고창군 고창읍 고인돌대로 1940,063-0563-1004,자동차충전
전북 고창군,고창에너지,전북 고창군 고창읍 동서대로 1882,063-0561-5959,자동차+13kg용기
전북 고창군,(유)광진가스충전소,전북 고창군 고창읍 중앙로 152 (읍내리),063-0562-9494,자동차충전
전북 고창군,동신충전소,전북 고창군 신림면 고인돌대로 2100,063-0564-5150,자동차충전
전북 고창군,NH유통(주)고창고인돌(상)LPG충전소,전북 고창군 신림면 서해안고속도로 80-1,063-0561-0963,자동차충전
전북 고창군,NH유통(주)고창고인돌(하)LPG충전소,전북 고창군 신림면 서해안고속도로 81,063-0561-6318,자동차충전
전북 군산시,연안충전소,전북 군산시 강변로 246 (내흥동),063-0446-5115,자동차충전
전북 군산시,금강엘피지충전소,전북 군산시 개정면 구암로 224 ,063-0453-2020,자동차충전
전북 군산시,새군산충전소SK,전북 군산시 공단대로 101 (미장동),063-0451-0831,자동차+13kg용기
전북 군산시,에스제이상사국제충전소,전북 군산시 공단대로 393 (나운동),063-0462-7755,자동차충전
전북 군산시,한양에너지엘피지충전소,전북 군산시 공항로 141 (산북동),063-0464-6828,자동차충전
전북 군산시,에스케이(SK)군산충전소,전북 군산시 구암3.1로 198 (구암동),063-0443-2111,자동차충전
전북 군산시,태경산업(주)군산(서울)충전소,전북 군산시 나포면 서해안고속도로 148,063-0453-5163,자동차충전
전북 군산시,(유)가스온,전북 군산시 번영로 392 (개정동),063-0468-7000,용기+자동차+탱크+13kg용기
전북 군산시,새만금군산충전소,전북 군산시 새만금북로 519 (내초동),063-0463-6364,자동차충전
전북 군산시,군산IC엘피지충전소,전북 군산시 성산면 군익로 111,063-0453-5185,자동차충전
전북 군산시,태경산업(주)군산(무안)충전소,전북 군산시 성산면 서해안고속도로 141 (외45필지),063-0453-5763,자동차충전
전북 군산시,(유)용명에너지직영충전소,전북 군산시 옥산면 옥산로 154 (쌍봉리),063-0471-5144,자동차충전
전북 군산시,동일충전소,전북 군산시 외항1길 32-1 (소룡동),063-0462-6161,용기+자동차+탱크+13kg용기
전북 군산시,군산공단충전소,전북 군산시 외항로 55 (산북동),063-0467-2002,자동차충전
전북 군산시,새만금충전소,"전북 군산시 월명로 112 (지곡동,2-7)",063-0467-2002,자동차충전
전북 군산시,한신가스,전북 군산시 조촌로 167 (조촌동),063-0445-4751,자동차충전
전북 김제시,김제DL충전소,전북 김제시 공덕면 하공로 772,063-0544-3003,자동차충전
전북 김제시,(유)우주에너지,전북 김제시 금구면 선비로 899 (용지리),063-0547-8845,자동차충전
전북 김제시,우리LPG충전소,전북 김제시 금구면 선비로 986 (산동리),063-0542-9042,자동차충전
전북 김제시,벽골제LPG충전소,전북 김제시 만경로 40 (서암동),063-0544-5395,자동차충전
전북 김제시,김제오렌지충전소,전북 김제시 벽성로 361 (서암동),063-0545-8301,자동차충전
전북 김제시,(유)신흥가스,전북 김제시 벽지산로 273 (교동),063-0547-6155,자동차충전
전북 김제시,순동연합엘피지충전소,전북 김제시 순백2길 186 (순동),063-0546-7080,자동차충전
전북 김제시,덕송엘피지충전소,전북 김제시 용지면 콩쥐팥쥐로 878,063-0546-7373,자동차충전
전북 김제시,김제엘피지충전소,전북 김제시 콩쥐팥쥐로 120 (순동),063-0544-9090,자동차충전
전북 김제시,(주)동신산업동신LPG충전소김제지점,전북 김제시 하공로 62 (하동),063-0546-3131,용기+탱크
전북 김제시,제일충전소,전북 김제시 하공로 83 (하동),063-0548-0002,자동차충전
전북 남원시,한국에너지플랫폼,"전북 남원시 문오로 539 (어현동,문오로545)",063-0632-5188,용기+탱크+13kg용기
전북 남원시,한국에너지플랫폼,전북 남원시 문오로 545 (어현동),063-0634-9014,자동차충전
전북 남원시,(유)대한산업가스텍,전북 남원시 송동면 노송로 890,063-0625-2935,탱크로리
전북 남원시,대보유통(주)지리산(고서)충전소,전북 남원시 아영면 아곡길 15-10 (아곡리),063-0636-2722,자동차충전
전북 남원시,대보유통(주)지리산(옥포)충전소,전북 남원시 아영면 아곡길 43-53 (아곡리),063-0636-2721,자동차충전
전북 남원시,지리산가스충전소,전북 남원시 원천로 83 (신촌동),063-0626-1493,자동차충전
전북 남원시,오토가스남원충전소,전북 남원시 춘향로 156 (용정동),063-0631-7788,자동차충전
전북 남원시,(유)유성에너지,전북 남원시 춘향로 212,063-0633-2077,자동차충전
전북 남원시,남원엘피지충전소,전북 남원시 충정로 261(월락동),063-0633-5500,용기+자동차+13kg용기
전북 무주군,무주LPG충전소,전북 무주군 무주읍 무학로 26,063-0322-3333,자동차충전
전북 무주군,계룡산업(주)덕유산(상)LPG충전소,전북 무주군 안성면 통영대전고속도로 148,063-0353-4200,자동차충전
전북 부안군,변산대박LPG충전소,전북 부안군 변산면 변산로 2407,063-0583-8411,자동차충전
전북 부안군,부안엘피지충전소,전북 부안군 부안읍 부령로 13 (선은리),063-0584-5843,자동차충전
전북 부안군,서림엘피지충전소,전북 부안군 부안읍 오리정로 42,063-0581-7600,자동차충전
전북 부안군,줄포엘피지충전소,전북 부안군 줄포면 부안로 985,063-0584-5841,자동차충전
전북 부안군,현대가스충전소,전북 부안군 행안면 변산로 47,063-0584-2000,용기+자동차+탱크+13kg용기
전북 부안군,제일가스충전소,전북 부안군 행안면 부안로 2463,063-0583-0401,자동차충전
전북 순창군,순창엘피지충전소,전북 순창군 순창읍 장류로 234-7,063-0652-0144,자동차충전
전북 완주군,구이LPG충전소,전북 완주군 구이면 모악로 3850,063-0221-1206,자동차충전
전북 완주군,정원충전소,전북 완주군 봉동읍 봉동로 824,063-0262-0096,자동차충전
전북 완주군,(주)동신산업동신LPG충전소완주지점,전북 완주군 봉동읍 완주로 539 (외3필지),063-0244-3979,용기+자동차+탱크+13kg용기
전북 완주군,삼봉에너지,전북 완주군 삼례읍 과학로 509,063-0261-5100,자동차+13kg용기
전북 완주군,삼례엘피지충전소,전북 완주군 삼례읍 삼례로 297,063-0291-4321,자동차+13kg용기
전북 완주군,(주)디자인그룹공감이엔지,전북 완주군 상관면 춘향로 4082,,자동차충전
전북 완주군,죽림충전소,전북 완주군 상관면 춘향로 4449,063-0334-5858,자동차충전
전북 완주군,소양엘피지(LPG)충전소,전북 완주군 소양면 전진로 592 (황운리),063-0244-2127,자동차충전
전북 완주군,한일엘피지충전소,전북 완주군 소양면 전진로 656,063-0241-5757,자동차충전
전북 완주군,소양사랑LPG충전소,전북 완주군 소양면 전진로 891 (해월리),063-0244-2188,자동차충전
전북 완주군,용진에너지,전북 완주군 용진면 초포다리로 259외1필지,063-0241-4910,용기+자동차+13kg용기
전북 완주군,(주)알파에너지현대충전소,전북 완주군 용진읍 구억명덕로 130,063-0242-5589,용기+탱크+13kg용기
전북 완주군,(주)풀무원푸드앤컬처(순천방향)충전소,전북 완주군 이서면 호남고속도로 161-1,063-0227-7100,자동차충전
전북 완주군,(주)풀무원푸드앤컬처(천안방향)충전소,전북 완주군 이서면 호남고속도로 162-1,063-0236-4400,자동차충전
전북 익산시,새천년엘피지충전소,전북 익산시 목천로 140 (목천동),063-0856-4903,자동차충전
전북 익산시,신동양충전소,전북 익산시 목천로 29 (목천동),063-0837-1011,용기+자동차+탱크+13kg용기+부탄
전북 익산시,익산금호가스충전소,전북 익산시 무왕로 1512 (석왕동),063-0838-0778,자동차충전
전북 익산시,(주)대일에너지익산IC충전소,전북 익산시 무왕로 1658 (덕기동),063-0836-3451,자동차충전
전북 익산시,금마엘피지충전소,전북 익산시 무왕로 1711 (덕기동),063-0834-8580,자동차충전
전북 익산시,서해고속LPG충전소,전북 익산시 무왕로 801 (신용동),063-0853-5800,자동차충전
전북 익산시,(주)한성가스,전북 익산시 서동로 210 (금강동),063-0858-5567,용기+자동차+13kg용기
전북 익산시,신흥충전소,전북 익산시 서동로 436 (신흥동),063-0835-8210,자동차충전
전북 익산시,넝쿨가스충전소,"전북 익산시 석암로 171 (석암동,외9필지)",063-0856-7171,용기+자동차+탱크+13kg용기
전북 익산시,(유)이리가스,전북 익산시 약촌로 53 (신흥동),063-0855-0977,자동차충전
전북 익산시,우리유통(주)여산(하)충전소,전북 익산시 여산면 호남고속도로 191,063-0836-5246,자동차충전
전북 익산시,우리유통(주)여산(상)충전소,전북 익산시 여산면 호남고속도로 192,063-0836-5246,자동차충전
전북 익산시,호남제일충전소,전북 익산시 오산면 군익로 365 (장신리),063-0858-4457,자동차충전
전북 익산시,모현충전소,전북 익산시 익산대로 347 (모현동2가),063-0856-9400,자동차충전
전북 익산시,신용LPG충전소,전북 익산시 익산대로 610 (신용동),,자동차충전
전북 익산시,월드컵엘피지충전소,전북 익산시 익산대로 621 (신용동),063-0856-8280,자동차충전
전북 익산시,동산가스충전소,전북 익산시 평동로 854 (동산동),063-0851-9600,자동차+13kg용기
전북 익산시,익산엘피지충전소,전북 익산시 하나로 16 (금강동),063-0833-9771,용기+자동차+탱크+13kg용기
전북 익산시,현대엘피지충전소,전북 익산시 하나로 51 (금강동),063-0837-5147,자동차충전
전북 익산시,익산하나로LPG충전소,전북 익산시 하나로 61 (금강동),063-0858-0996,자동차충전
전북 익산시,하이엘피지충전소,전북 익산시 하나로 633 (임상동),063-0838-2117,자동차충전
전북 익산시,(주)승민에너지,전북 익산시 함열읍 익산대로 1901,063-0861-5144,자동차충전
전북 익산시,(주)승민에너지함열지점,전북 익산시 함열읍 함열로 25,063-0862-3737,자동차충전
전북 임실군,(주)풀무원푸드앤컬처오수(순천방향)충전소,전북 임실군 오수면 순천완주고속도로 73,063-0644-7300,자동차충전
전북 임실군,(주)풀무원푸드앤컬처오수(완주방향)충전소,전북 임실군 오수면 순천완주고속도로 74,063-0644-4800,자동차충전
전북 임실군,임실충전소,전북 임실군 임실읍 춘향로 3007,063-0643-4500,용기+자동차+13kg용기
전북 장수군,장계가스충전소,전북 장수군 계남면 장무로 148-3,063-0351-4999,자동차충전
전북 장수군,계룡산업(주)덕유산(하)LPG충전소,전북 장수군 계북면 당저길 59,063-0353-5106,자동차충전
